lights,RH_5,Press_mm_hg,Windspeed,Visibility,hour,day_of_week
3.1539740276496437,0.4535964810145171,-2.8696160204545653,1.1090157441614228,2.009983901583953,0.7923223599861068,-1.5030216740248676
3.1539740276496437,0.4535964810145171,-2.856732325546195,0.9767534552967926,1.693532983112907,0.7923223599861068,-1.5030216740248676
3.1539740276496437,0.4414475313177524,-2.8438486306378246,0.8444911660353751,1.377082063816337,0.7923223599861068,-1.5030216740248676
4.372855542229644,0.4414475313177524,-2.8309649357294684,0.7122288771707448,1.0606311453452908,0.7923223599861068,-1.5030216740248676
4.372855542229644,0.4414475313177524,-2.818081240821098,0.5799665883061146,0.7441802268742446,0.7923223599861068,-1.5030216740248676
4.372855542229644,0.4348208314831532,-2.805197545912727,0.44770429904469705,0.4277293075776748,0.7923223599861068,-1.5030216740248676
5.591737056809644,0.4278259820258933,-2.792313851004357,0.31544201018006673,0.11127838910662856,0.9365639411859483,-1.5030216740248676
5.591737056809644,0.42046298184152187,-2.78372471677086,0.38157315481077553,0.11127838910662856,0.9365639411859483,-1.5030216740248676
4.372855542229644,0.4315074815658536,-2.7751355954211268,0.44770429904469705,0.11127838910662856,0.9365639411859483,-1.5030216740248676
4.372855542229644,0.4315074815658536,-2.7665464611876303,0.5138354436754058,0.11127838910662856,0.9365639411859483,-1.5030216740248676
8.029500085969644,0.4315074815658536,-2.757957326954148,0.5799665883061146,0.11127838910662856,0.9365639411859483,-1.5030216740248676
6.810618571389645,0.4315074815658536,-2.7493682056043713,0.6460977325400361,0.11127838910662856,0.9365639411859483,-1.5030216740248676
5.591737056809644,0.4414475313177524,-2.740779071370889,0.7122288771707448,0.11127838910662856,1.08080552238579,-1.5030216740248676
4.372855542229644,0.4495468307474452,-2.725748089683229,0.7122288771707448,0.11127838910662856,1.08080552238579,-1.5030216740248676
0.7162109984896435,0.48672998018751157,-2.7107171208792886,0.7122288771707448,0.11127838910662856,1.08080552238579,-1.5030216740248676
0.7162109984896435,0.5466463911920101,-2.6956861391915994,0.7122288771707448,0.11127838910662856,1.08080552238579,-1.5030216740248676
0.7162109984896435,0.5960705274583945,-2.6806551575039395,0.7122288771707448,0.11127838910662856,1.08080552238579,-1.5030216740248676
3.1539740276496437,0.6450344758681147,-2.665624188699999,0.7122288771707448,0.11127838910662856,1.08080552238579,-1.5030216740248676
3.1539740276496437,0.6590241758870846,-2.6505932070123097,0.7122288771707448,0.11127838910662856,1.2250471035856316,-1.5030216740248676
4.372855542229644,2.1684391385805517,-2.6462986463374505,0.7122288771707448,0.11127838910662856,1.2250471035856316,-1.5030216740248676
1.9350925130696437,3.082187415405435,-2.6420040727788128,0.7122288771707448,0.11127838910662856,1.2250471035856316,-1.5030216740248676
4.372855542229644,3.162812263393056,-2.637709512103954,0.7122288771707448,0.11127838910662856,1.2250471035856316,-1.5030216740248676
4.372855542229644,3.1105349650660363,-2.63341495142908,0.7122288771707448,0.11127838910662856,1.2250471035856316,-1.5030216740248676
4.372855542229644,3.015184116709674,-2.6291203778704717,0.7122288771707448,0.11127838910662856,1.2250471035856316,-1.5030216740248676
3.1539740276496437,3.4643271058673073,-2.624825817195583,0.7122288771707448,0.11127838910662856,1.3692886847854733,-1.5030216740248676
