lights,RH_5,Press_mm_hg,Windspeed,Visibility,hour,day_of_week
-0.5026705160903567,-0.34160749913735766,-0.4904270230814401,-1.2717054577826454,0.11127838910662856,-1.0828181956118341,1.0203718740887224
-0.5026705160903567,-0.345288998677318,-0.49472159664003373,-1.2717054577826454,0.11127838910662856,-1.0828181956118341,1.0203718740887224
-0.5026705160903567,-0.3526519988616894,-0.4990161573149222,-1.2717054577826454,0.11127838910662856,-0.9385766144119925,1.0203718740887224
-0.5026705160903567,-0.36480094855845413,-0.4990161573149222,-1.2055743131519367,0.11127838910662856,-0.9385766144119925,1.0203718740887224
-0.5026705160903567,-0.3714276483930533,-0.4990161573149222,-1.1394431689180153,0.11127838910662856,-0.9385766144119925,1.0203718740887224
-0.5026705160903567,-0.378790648577424,-0.4990161573149222,-1.0733120242873064,0.11127838910662856,-0.9385766144119925,1.0203718740887224
-0.5026705160903567,-0.39434498532104095,-0.4990161573149222,-1.0071808796565977,0.11127838910662856,-0.9385766144119925,1.0203718740887224
-0.5026705160903567,-0.3968299977590156,-0.4990161573149222,-0.9410497354226762,0.11127838910662856,-0.9385766144119925,1.0203718740887224
-0.5026705160903567,-0.40787449748334736,-0.4990161573149222,-0.8749185907919674,0.11127838910662856,-0.7943350332121509,1.0203718740887224
-0.5026705160903567,-0.4159737969130402,-0.49686887053561807,-0.9410497354226762,0.11127838910662856,-0.7943350332121509,1.0203718740887224
-0.5026705160903567,-0.4200234471801121,-0.49472159664003373,-1.0071808796565977,0.11127838910662856,-0.7943350332121509,1.0203718740887224
-0.5026705160903567,-0.42665014701471127,-0.4925743098607296,-1.0733120242873064,0.11127838910662856,-0.7943350332121509,1.0203718740887224
-0.5026705160903567,-0.4340131471990819,-0.4904270230814401,-1.1394431689180153,0.11127838910662856,-0.7943350332121509,1.0203718740887224
-0.5026705160903567,-0.44211244662877475,-0.48827974918585576,-1.2055743131519367,0.11127838910662856,-0.7943350332121509,1.0203718740887224
-0.5026705160903567,-0.4454257965460744,-0.4861324624065516,-1.2717054577826454,0.11127838910662856,-0.6500934520123093,1.0203718740887224
-0.5026705160903567,-0.4520524963806736,-0.48183790173166313,-1.2055743131519367,0.11127838910662856,-0.6500934520123093,1.0203718740887224
-0.5026705160903567,-0.45573399592063385,-0.47754332817306955,-1.1394431689180153,0.11127838910662856,-0.6500934520123093,1.0203718740887224
-0.5026705160903567,-0.4630969961050053,-0.47324876749818107,-1.0733120242873064,0.11127838910662856,-0.6500934520123093,1.0203718740887224
-0.5026705160903567,-0.46714664637207637,-0.4689542068232926,-1.0071808796565977,0.11127838910662856,-0.6500934520123093,1.0203718740887224
-0.5026705160903567,-0.4818726456363692,-0.46465963326469895,-0.9410497354226762,0.11127838910662856,-0.6500934520123093,1.0203718740887224
-0.5026705160903567,-0.5006482951677323,-0.46036507258981046,-0.8749185907919674,0.11127838910662856,-0.5058518708124677,1.0203718740887224
-0.5026705160903567,-0.5146379951867022,-0.458217785810521,-0.8087874461612589,0.11127838910662856,-0.5058518708124677,1.0203718740887224
-0.5026705160903567,-0.5337817943407276,-0.45607051191493664,-0.742656301927337,0.11127838910662856,-0.5058518708124677,1.0203718740887224
-0.5026705160903567,-0.540408494175326,-0.45392322513563255,-0.6765251572966284,0.11127838910662856,-0.5058518708124677,1.0203718740887224
-0.5026705160903567,-0.5525574438720907,-0.4517759383563284,-0.6103940126659199,0.11127838910662856,-0.5058518708124677,1.0203718740887224
-0.5026705160903567,-0.5525574438720907,-0.44962866446074407,-0.544262868431998,0.11127838910662856,-0.5058518708124677,1.0203718740887224
-0.5026705160903567,-0.55752746874804,-0.4474813776814546,-0.4781317238012894,0.11127838910662856,-0.3616102896126261,1.0203718740887224
-0.5026705160903567,-0.5624974936239895,-0.4431868170065661,-0.4781317238012894,0.11127838910662856,-0.3616102896126261,1.0203718740887224
-0.5026705160903567,-0.5624974936239895,-0.43889224344797245,-0.4781317238012894,0.11127838910662856,-0.3616102896126261,1.0203718740887224
-0.5026705160903567,1.458645955928691,-0.43459768277308397,-0.4781317238012894,0.11127838910662856,-0.3616102896126261,1.0203718740887224
-0.5026705160903567,3.5129229046543675,-0.4303031220981955,-0.4781317238012894,0.11127838910662856,-0.3616102896126261,1.0203718740887224
-0.5026705160903567,3.4168357570526826,-0.4260085485396019,-0.4781317238012894,0.11127838910662856,-0.3616102896126261,1.0203718740887224
-0.5026705160903567,3.438924756501346,-0.4217139878647134,-0.4781317238012894,0.11127838910662856,-0.2173687084127845,1.0203718740887224
-0.5026705160903567,3.454018906492749,-0.4217139878647134,-0.4120005791705808,0.11127838910662856,-0.2173687084127845,1.0203718740887224
-0.5026705160903567,3.3943786079813574,-0.4217139878647134,-0.34586943493665895,0.11127838910662856,-0.2173687084127845,1.0203718740887224
-0.5026705160903567,3.1105349650660363,-0.4217139878647134,-0.2797382903059503,0.11127838910662856,-0.2173687084127845,1.0203718740887224
-0.5026705160903567,2.721032274419793,-0.4217139878647134,-0.21360714567524175,0.11127838910662856,-0.2173687084127845,1.0203718740887224
-0.5026705160903567,2.293241985465498,-0.4217139878647134,-0.1474760014413199,0.11127838910662856,-0.2173687084127845,1.0203718740887224
-0.5026705160903567,1.8809139950208185,-0.4217139878647134,-0.08134485681061131,0.11127838910662856,-0.07312712721294289,1.0203718740887224
-0.5026705160903567,1.5576783038250146,-0.42386127464401757,-0.08134485681061131,0.11127838910662856,-0.07312712721294289,1.0203718740887224
-0.5026705160903567,1.4251443071330359,-0.4260085485396019,-0.08134485681061131,0.11127838910662856,-0.07312712721294289,1.0203718740887224
-0.5026705160903567,1.25174566146103,-0.4281558353188914,-0.08134485681061131,0.11127838910662856,-0.07312712721294289,1.0203718740887224
-0.5026705160903567,1.0897596651360164,-0.4303031220981955,-0.08134485681061131,0.11127838910662856,-0.07312712721294289,1.0203718740887224
-0.5026705160903567,0.8541436713850926,-0.4324503959937799,-0.08134485681061131,0.11127838910662856,-0.07312712721294289,1.0203718740887224
-0.5026705160903567,0.6700686756114156,-0.43459768277308397,-0.08134485681061131,0.11127838910662856,0.07111445398689872,1.0203718740887224
-0.5026705160903567,0.5010878298291429,-0.43889224344797245,-0.01521371217990255,0.11127838910662856,0.07111445398689872,1.0203718740887224
-0.5026705160903567,0.36496437072675586,-0.4431868170065661,0.05091743205401896,0.11127838910662856,0.07111445398689872,1.0203718740887224
-0.5026705160903567,0.23638798606784558,-0.4474813776814546,0.11704857668472772,0.11127838910662856,0.07111445398689872,1.0203718740887224
-0.5026705160903567,0.11048068921046542,-0.4517759383563284,0.18317972131543647,0.11127838910662856,0.07111445398689872,1.0203718740887224
-0.5026705160903567,0.022124691415813007,-0.45607051191493664,0.249310865549358,0.11127838910662856,0.07111445398689872,1.0203718740887224
0.7162109984896435,-0.051873456737208834,-0.46036507258981046,0.31544201018006673,0.11127838910662856,0.21535603518674035,1.0203718740887224
-0.5026705160903567,-0.10341445471445641,-0.4625123593691146,0.38157315481077553,0.11127838910662856,0.21535603518674035,1.0203718740887224
0.7162109984896435,-0.17704445324481677,-0.46465963326469895,0.44770429904469705,0.11127838910662856,0.21535603518674035,1.0203718740887224
-0.5026705160903567,-0.2278491519767422,-0.4668069200440031,0.5138354436754058,0.11127838910662856,0.21535603518674035,1.0203718740887224
-0.5026705160903567,-0.28343980022106163,-0.4689542068232926,0.5799665883061146,0.11127838910662856,0.21535603518674035,1.0203718740887224
-0.5026705160903567,-0.31215549950432353,-0.4711014807188916,0.6460977325400361,0.11127838910662856,0.21535603518674035,1.0203718740887224
-0.5026705160903567,-0.3493386489443898,-0.47324876749818107,0.7122288771707448,0.11127838910662856,0.35959761638658194,1.0203718740887224
-0.5026705160903567,-0.37952694782274615,-0.47324876749818107,0.5799665883061146,0.11127838910662856,0.35959761638658194,1.0203718740887224
-0.5026705160903567,-0.40787449748334736,-0.47324876749818107,0.44770429904469705,0.11127838910662856,0.35959761638658194,1.0203718740887224
-0.5026705160903567,-0.4520524963806736,-0.47324876749818107,0.31544201018006673,0.11127838910662856,0.35959761638658194,1.0203718740887224
-0.5026705160903567,-0.49254899573803945,-0.47324876749818107,0.18317972131543647,0.11127838910662856,0.35959761638658194,1.0203718740887224
-0.5026705160903567,-0.5227372946163958,-0.47324876749818107,0.05091743205401896,0.11127838910662856,0.35959761638658194,1.0203718740887224
-0.5026705160903567,-0.5595522933293513,-0.47324876749818107,-0.08134485681061131,0.11127838910662856,0.5038391975864236,1.0203718740887224
-0.5026705160903567,-0.5882679926126133,-0.48183790173166313,-0.08134485681061131,0.11127838910662856,0.5038391975864236,1.0203718740887224
-0.5026705160903567,-0.6147747919510093,-0.4904270230814401,-0.08134485681061131,0.11127838910662856,0.5038391975864236,1.0203718740887224
-0.5026705160903567,-0.636863791399672,-0.4990161573149222,-0.08134485681061131,0.11127838910662856,0.5038391975864236,1.0203718740887224
